t, u_comp_lqr, u_phiobs
1.559999, 0.000000, 0.000000
1.579999, 0.000000, 0.000000
1.599999, 0.000000, 0.000000
1.619999, 0.000000, 0.000000
1.639999, 0.000000, 0.000000
1.659999, 0.000000, 0.000000
1.679999, 0.000000, 0.000000
1.699999, 0.000000, 0.000000
1.719999, 0.000000, 0.000000
1.739999, 0.000000, 0.000000
1.759999, 0.000000, 0.000000
1.779999, 0.000000, 0.000000
1.799999, 0.000000, 0.000000
1.819999, 0.000000, 0.000000
1.839999, 0.000000, 0.000000
1.859999, 0.000000, 0.000000
1.879999, 0.000000, 0.000000
1.899999, 0.000000, 0.000000
1.919999, 0.000000, 0.000000
1.939999, 0.000000, 0.000000
1.959999, 0.000000, 0.000000
1.979999, 0.000000, 0.000000
1.999999, 0.000000, 0.000000
2.019999, 0.000000, 0.000000
2.039999, 0.000000, 0.000000
2.059999, 0.000000, 0.000000
2.079999, 0.000000, 0.000000
2.099999, 0.000000, 0.000000
2.119999, 0.000000, 0.000000
2.139999, 0.000000, 0.000000
2.159999, 0.000000, 0.000000
2.179999, 0.000000, 0.000000
2.199999, 0.000000, 0.000000
2.219999, 0.000000, 0.000000
2.239999, 0.000000, 0.000000
2.259999, 0.000000, 0.000000
2.279999, 0.000000, 0.000000
2.299999, 0.000000, 0.000000
2.319999, 0.000000, 0.000000
2.339998, 0.000000, 0.000000
2.359998, 0.000000, 0.000000
2.379998, 0.000000, 0.000000
2.399998, 0.000000, 0.000000
2.419998, 0.000000, 0.000000
2.439998, 0.000000, 0.000000
2.459998, 0.000000, 0.000000
2.479998, 0.000000, 0.000000
2.499998, 0.000000, 0.000000
2.519998, 0.000000, 0.000000
2.539998, 0.000000, 0.000000
2.559998, 0.000000, 0.000000
2.579998, 0.000000, 0.000000
2.599998, 0.000000, 0.000000
2.619998, 0.000000, 0.000000
2.639998, 0.000000, 0.000000
2.659998, 0.000000, 0.000000
2.679998, 0.000000, 0.000000
2.699998, 0.000000, 0.000000
2.719998, 0.000000, 0.000000
2.739998, 0.000000, 0.000000
2.759998, 0.000000, 0.000000
2.779998, 0.000000, 0.000000
2.799998, 0.000000, 0.000000
2.819998, 0.000000, 0.000000
2.839998, 0.000000, 0.000000
2.859998, 0.000000, 0.000000
2.879998, 0.000000, 0.000000
2.899998, 0.000000, 0.000000
2.919998, 0.000000, 0.000000
2.939998, 0.000000, 0.000000
2.959998, 0.000000, 0.000000
2.979998, 0.000000, 0.000000
2.999998, 0.000000, 0.000000
3.019998, 0.000000, 0.000000
3.039998, 0.000000, 0.000000
3.059998, 0.000000, 0.000000
3.079998, 0.000000, 0.000000
3.099998, 0.000000, 0.000000
3.119998, 0.000000, 0.000000
3.139998, 0.000000, 0.000000
3.159998, 0.000000, 0.000000
3.179998, 0.000000, 0.000000
3.199998, 0.000000, 0.000000
3.219998, 0.000000, 0.000000
3.239998, 0.000000, 0.000000
3.259998, 0.000000, 0.000000
3.279998, 0.000000, 0.000000
3.299998, 0.000000, 0.000000
3.319998, 0.000000, 0.000000
3.339998, 0.000000, 0.000000
3.359998, 0.000000, 0.000000
3.379997, 0.000000, 0.000000
3.399997, 0.000000, 0.000000
3.419997, 0.000000, 0.000000
3.439997, 0.000000, 0.000000
3.459997, 0.000000, 0.000000
3.479997, 0.000000, 0.000000
3.499997, 0.000000, 0.000000
3.519997, 0.000000, 0.000000
3.539997, 0.000000, 0.000000
3.559997, 0.000000, 0.000000
3.579997, 0.000000, 0.000000
3.599997, 0.000000, 0.000000
3.619997, 0.000000, 0.000000
3.639997, 0.000000, 0.000000
3.659997, 0.000000, 0.000000
3.679997, 0.000000, 0.000000
3.699997, 0.000000, 0.000000
3.719997, 0.000000, 0.000000
3.739997, 0.000000, 0.000000
3.759997, 0.000000, 0.000000
3.779997, 0.000000, 0.000000
3.799997, 0.000000, 0.000000
3.819997, 0.000000, 0.000000
3.839997, 0.000000, 0.000000
3.859997, 0.000000, 0.000000
3.879997, 0.000000, 0.000000
3.899997, 0.000000, 0.000000
3.919997, 0.000000, 0.000000
3.939997, 0.000000, 0.000000
3.959997, 0.000000, 0.000000
3.979997, 0.000000, 0.000000
3.999997, 0.000000, 0.000000
4.019997, 0.000000, 0.000000
4.039997, 0.000000, 0.000000
4.059997, 0.000000, 0.000000
4.079997, 0.000000, 0.000000
4.099997, 0.000000, 0.000000
4.119997, 0.000000, 0.000000
4.139997, 0.000000, 0.000000
4.159997, 0.000000, 0.000000
4.179997, 0.000000, 0.000000
4.199997, 0.000000, 0.000000
4.219997, 0.000000, 0.000000
4.239997, 0.000000, 0.000000
4.259997, 0.000000, 0.000000
4.279997, 0.000000, 0.000000
4.299997, 0.000000, 0.000000
4.319997, 0.000000, 0.000000
4.339997, 0.000000, 0.000000
4.359997, 0.000000, 0.000000
4.379997, 0.000000, 0.000000
4.399997, 0.000000, 0.000000
4.419997, 0.000000, 0.000000
4.439997, 0.000000, 0.000000
4.459997, 0.000000, 0.000000
4.479997, 0.000000, 0.000000
4.499997, 0.000000, 0.000000
4.519997, 0.000000, 0.000000
4.539997, 0.000000, 0.000000
4.559997, 0.000000, 0.000000
4.579997, 0.000000, 0.000000
4.599997, 0.000000, 0.000000
4.619997, 0.000000, 0.000000
4.639997, 0.000000, 0.000000
4.659997, 0.000000, 0.000000
4.679996, 0.000000, 0.000000
4.699996, 0.000000, 0.000000
4.719996, 0.000000, 0.000000
4.739996, 0.000000, 0.000000
4.759996, 0.000000, 0.000000
4.779996, 0.000000, 0.000000
4.799996, 0.000000, 0.000000
4.819996, 0.000000, 0.000000
4.839996, 0.000000, 0.000000
4.859996, 0.000000, 0.000000
4.879996, 0.000000, 0.000000
4.899996, 0.000000, 0.000000
4.919996, 0.000000, 0.000000
4.939996, 0.000000, 0.000000
4.959996, 0.000000, 0.000000
4.979996, 0.000000, 0.000000
4.999996, 0.000000, 0.000000
5.019996, 0.000000, 0.000000
5.039996, 0.000000, 0.000000
5.059996, 0.000000, 0.000000
5.079996, 0.000000, 0.000000
5.099996, 0.000000, 0.000000
5.119996, 0.000000, 0.000000
5.139996, 0.000000, 0.000000
5.159996, 0.000000, 0.000000
5.179996, 0.000000, 0.000000
5.199996, 0.000000, 0.000000
5.219996, 0.000000, 0.000000
5.239996, 0.000000, 0.000000
5.259996, 0.000000, 0.000000
5.279996, 0.000000, 0.000000
5.299996, 0.000000, 0.000000
5.319996, 0.000000, 0.000000
5.339996, 0.000000, 0.000000
5.359996, 0.000000, 0.000000
5.379996, 0.000000, 0.000000
5.399996, 0.000000, 0.000000
5.419996, 0.000000, 0.000000
5.439996, 0.000000, 0.000000
5.459996, 0.000000, 0.000000
5.479996, 0.000000, 0.000000
5.499996, 0.000000, 0.000000
5.519996, 0.000000, 0.000000
5.539996, 0.000000, 0.000000
5.559996, 0.000000, 0.000000
5.579996, 0.000000, 0.000000
5.599996, 0.000000, 0.000000
5.619996, 0.000000, 0.000000
5.639996, 0.000000, 0.000000
5.659996, 0.000000, 0.000000
5.679996, 0.000000, 0.000000
5.699996, 0.000000, 0.000000
5.719995, 0.000000, 0.000000
5.739995, 0.000000, 0.000000
5.759995, 0.000000, 0.000000
5.779995, 0.000000, 0.000000
5.799995, 0.000000, 0.000000
5.819995, 0.000000, 0.000000
5.839995, 0.000000, 0.000000
5.859995, 0.000000, 0.000000
5.879995, 0.000000, 0.000000
5.899995, 0.000000, 0.000000
5.919995, 0.000000, 0.000000
5.939995, 0.000000, 0.000000
5.959995, 0.000000, 0.000000
5.979995, 0.000000, 0.000000
5.999995, 0.000000, 0.000000
6.019995, 0.000000, 0.000000
6.039995, 0.000000, 0.000000
6.059995, 0.000000, 0.000000
6.079995, 0.000000, 0.000000
6.099995, 0.000000, 0.000000
6.119995, 0.000000, 0.000000
6.139995, 0.000000, 0.000000
6.159995, 0.000000, 0.000000
6.179995, 0.000000, 0.000000
6.199995, 0.000000, 0.000000
6.219995, 0.000000, 0.000000
6.239995, 0.000000, 0.000000
6.259995, 0.000000, 0.000000
6.279995, 0.000000, 0.000000
6.299995, 0.000000, 0.000000
6.319995, 0.000000, 0.000000
6.339995, 0.000000, 0.000000
6.359995, 0.000000, 0.000000
6.379995, 0.000000, 0.000000
6.399995, 0.000000, 0.000000
6.419995, 0.000000, 0.000000
6.439995, 0.000000, 0.000000
6.459995, 0.000000, 0.000000
6.479995, 0.000000, 0.000000
6.499995, 0.000000, 0.000000
6.519995, 0.000000, 0.000000
6.539995, 0.000000, 0.000000
6.559995, 0.000000, 0.000000
6.579995, 0.000000, 0.000000
6.599995, 0.000000, 0.000000
6.619995, 0.000000, 0.000000
6.639995, 0.000000, 0.000000
6.659995, 0.000000, 0.000000
6.679995, 0.000000, 0.000000
6.699995, 0.000000, 0.000000
6.719995, 0.000000, 0.000000
6.739995, 0.000000, 0.000000
6.759995, 0.000000, 0.000000
6.779994, 0.000000, 0.000000
6.799994, 0.000000, 0.000000
6.819994, 0.000000, 0.000000
6.839994, 0.000000, 0.000000
6.859994, 0.000000, 0.000000
6.879994, 0.000000, 0.000000
6.899994, 0.000000, 0.000000
6.919994, 0.000000, 0.000000
6.939994, 0.000000, 0.000000
6.959994, 0.000000, 0.000000
6.979994, 0.000000, 0.000000
6.999994, 0.000000, 0.000000
7.019994, 0.000000, 0.000000
7.039994, 0.000000, 0.000000
7.059994, 0.000000, 0.000000
7.079994, 0.000000, 0.000000
7.099994, 0.000000, 0.000000
7.119994, 0.000000, 0.000000
7.139994, 0.000000, 0.000000
7.159994, 0.000000, 0.000000
7.179994, 0.000000, 0.000000
7.199994, 0.000000, 0.000000
7.219994, 0.000000, 0.000000
7.239994, 0.000000, 0.000000
7.259994, 0.000000, 0.000000
7.279994, 0.000000, 0.000000
7.299994, 0.000000, 0.000000
7.319994, 0.000000, 0.000000
7.339994, 0.000000, 0.000000
7.359994, 0.000000, 0.000000
7.379994, 0.000000, 0.000000
7.399994, 0.000000, 0.000000
7.419994, 0.000000, 0.000000
7.439994, 0.000000, 0.000000
7.459994, 0.000000, 0.000000
7.479994, 0.000000, 0.000000
7.499994, 0.000000, 0.000000
7.519994, 0.000000, 0.000000
7.539994, 0.000000, 0.000000
7.559994, 0.000000, 0.000000
7.579994, 0.000000, 0.000000
7.599994, 0.000000, 0.000000
7.619994, 0.000000, 0.000000
7.639994, 0.000000, 0.000000
7.659994, 0.000000, 0.000000
7.679994, 0.000000, 0.000000
7.699994, 0.000000, 0.000000
7.719994, 0.000000, 0.000000
7.739994, 0.000000, 0.000000
7.759994, 0.000000, 0.000000
7.779994, 0.000000, 0.000000
7.799994, 0.000000, 0.000000
7.819993, 0.000000, 0.000000
7.839993, 0.000000, 0.000000
7.859993, 0.000000, 0.000000
7.879993, 0.000000, 0.000000
7.899993, 0.000000, 0.000000
7.919993, 0.000000, 0.000000
7.939993, 0.000000, 0.000000
7.959993, 0.000000, 0.000000
7.979993, 0.000000, 0.000000
7.999993, 0.000000, 0.000000
8.019994, 0.000000, 0.000000
8.039994, 0.000000, 0.000000
8.059995, 0.000000, 0.000000
8.079995, 0.000000, 0.000000
8.099996, 0.000000, 0.000000
8.119996, 0.000000, 0.000000
8.139997, 0.000000, 0.000000
8.159997, 0.000000, 0.000000
8.179997, 0.000000, 0.000000
8.199998, 0.000000, 0.000000
8.219998, 0.000000, 0.000000
8.239999, 0.000000, 0.000000
8.259999, 0.000000, 0.000000
8.280000, 0.000000, 0.000000
8.300000, 0.000000, 0.000000
8.320001, 0.000000, 0.000000
8.340001, 0.000000, 0.000000
8.360002, 0.000000, 0.000000
8.380002, 0.000000, 0.000000
8.400002, 0.000000, 0.000000
8.420003, 0.000000, 0.000000
8.440003, 0.000000, 0.000000
8.460004, 0.000000, 0.000000
8.480004, 0.000000, 0.000000
8.500005, 0.000000, 0.000000
8.520005, 0.000000, 0.000000
8.540006, 0.000000, 0.000000
8.560006, 0.000000, 0.000000
8.580007, 0.000000, 0.000000
8.600007, 0.000000, 0.000000
8.620008, 0.000000, 0.000000
8.640008, 0.000000, 0.000000
8.660008, 0.000000, 0.000000
8.680009, 0.000000, 0.000000
8.700009, 0.000000, 0.000000
8.720010, 0.000000, 0.000000
8.740010, 0.000000, 0.000000
8.760011, 0.000000, 0.000000
8.780011, 0.000000, 0.000000
8.800012, 0.000000, 0.000000
8.820012, 0.000000, 0.000000
8.840013, 0.000000, 0.000000
8.860013, 0.000000, 0.000000
8.880013, 0.000000, 0.000000
8.900014, 0.000000, 0.000000
8.920014, 0.000000, 0.000000
8.940015, 0.000000, 0.000000
8.960015, 0.000000, 0.000000
8.980016, 0.000000, 0.000000
9.000016, 0.000000, 0.000000
9.020017, 0.000000, 0.000000
9.040017, 0.000000, 0.000000
9.060018, 0.000000, 0.000000
9.080018, 0.000000, 0.000000
9.100019, 0.000000, 0.000000
9.120019, 0.000000, 0.000000
9.140019, 0.000000, 0.000000
9.160020, 0.000000, 0.000000
9.180020, 0.000000, 0.000000
9.200021, 0.000000, 0.000000
9.220021, 0.000000, 0.000000
9.240022, 0.000000, 0.000000
9.260022, 0.000000, 0.000000
9.280023, 0.000000, 0.000000
9.300023, 0.000000, 0.000000
9.320024, 0.000000, 0.000000
9.340024, 0.000000, 0.000000
9.360024, 0.000000, 0.000000
9.380025, 0.000000, 0.000000
9.400025, 0.000000, 0.000000
9.420026, 0.000000, 0.000000
9.440026, 0.000000, 0.000000
9.460027, 0.000000, 0.000000
9.480027, 0.000000, 0.000000
9.500028, 0.000000, 0.000000
9.520028, 0.000000, 0.000000
9.540029, 0.000000, 0.000000
9.560029, 0.000000, 0.000000
9.580029, 0.000000, 0.000000
9.600030, 0.000000, 0.000000
9.620030, 0.000000, 0.000000
9.640031, 0.000000, 0.000000
9.660031, 0.000000, 0.000000
9.680032, 0.000000, 0.000000
9.700032, 0.000000, 0.000000
9.720033, 0.000000, 0.000000
9.740033, 0.000000, 0.000000
9.760034, 0.000000, 0.000000
9.780034, 0.000000, 0.000000
9.800035, 0.000000, 0.000000
9.820035, 0.000000, 0.000000
9.840035, 0.000000, 0.000000
9.860036, 0.000000, 0.000000
9.880036, 0.000000, 0.000000
9.900037, 0.000000, 0.000000
9.920037, 0.000000, 0.000000
9.940038, 0.000000, 0.000000
9.960038, 0.000000, 0.000000
9.980039, 0.000000, 0.000000
10.000039, 0.000000, 0.000000
10.020040, 0.000000, 0.000000
10.040040, 0.000000, 0.000000
10.060040, 0.000000, 0.000000
10.080041, 0.000000, 0.000000
10.100041, 0.000000, 0.000000
10.120042, 0.000000, 0.000000
10.140042, 0.000000, 0.000000
10.160043, 0.000000, 0.000000
10.180043, 0.000000, 0.000000
10.200044, 0.000000, 0.000000
10.220044, 0.000000, 0.000000
10.240045, 0.000000, 0.000000
10.260045, 0.000000, 0.000000
10.280046, 0.000000, 0.000000
10.300046, 0.000000, 0.000000
10.320046, 0.000000, 0.000000
10.340047, 0.000000, 0.000000
10.360047, 0.000000, 0.000000
10.380048, 0.000000, 0.000000
10.400048, 0.000000, 0.000000
10.420049, 0.000000, 0.000000
10.440049, 0.000000, 0.000000
10.460050, 0.000000, 0.000000
10.480050, 0.000000, 0.000000
10.500051, 0.000000, 0.000000
10.520051, 0.000000, 0.000000
10.540051, 0.000000, 0.000000
10.560052, 0.000000, 0.000000
10.580052, 0.000000, 0.000000
10.600053, 0.000000, 0.000000
10.620053, 0.000000, 0.000000
10.640054, 0.000000, 0.000000
10.660054, 0.000000, 0.000000
10.680055, 0.000000, 0.000000
10.700055, 0.000000, 0.000000
10.720056, 0.000000, 0.000000
10.740056, 0.000000, 0.000000
10.760056, 0.000000, 0.000000
10.780057, 0.000000, 0.000000
10.800057, 0.000000, 0.000000
10.820058, 0.000000, 0.000000
10.840058, 0.000000, 0.000000
10.860059, 0.000000, 0.000000
10.880059, 0.000000, 0.000000
10.900060, 0.000000, 0.000000
10.920060, 0.000000, 0.000000
10.940061, 0.000000, 0.000000
10.960061, 0.000000, 0.000000
10.980062, 0.000000, 0.000000
11.000062, 0.000000, 0.000000
11.020062, 0.000000, 0.000000
11.040063, 0.000000, 0.000000
11.060063, 0.000000, 0.000000
11.080064, 0.000000, 0.000000
11.100064, 0.000000, 0.000000
11.120065, 0.000000, 0.000000
11.140065, 0.000000, 0.000000
11.160066, 0.000000, 0.000000
11.180066, 0.000000, 0.000000
11.200067, 0.000000, 0.000000
11.220067, 0.000000, 0.000000
11.240067, 0.000000, 0.000000
11.260068, 0.000000, 0.000000
11.280068, 0.000000, 0.000000
11.300069, 0.000000, 0.000000
11.320069, 0.000000, 0.000000
11.340070, 0.000000, 0.000000
11.360070, 0.000000, 0.000000
11.380071, 0.000000, 0.000000
11.400071, 0.000000, 0.000000
11.420072, 0.000000, 0.000000
11.440072, 0.000000, 0.000000
11.460073, 0.000000, 0.000000
11.480073, 0.000000, 0.000000
11.500073, 0.000000, 0.000000
11.520074, 0.000000, 0.000000
11.540074, 0.000000, 0.000000
11.560075, 0.000000, 0.000000
11.580075, 0.000000, 0.000000
11.600076, 0.000000, 0.000000
11.620076, 0.000000, 0.000000
11.640077, 0.000000, 0.000000
11.660077, 0.000000, 0.000000
11.680078, 0.000000, 0.000000
11.700078, 0.000000, 0.000000
11.720078, 0.000000, 0.000000
11.740079, 0.000000, 0.000000
11.760079, 0.000000, 0.000000
11.780080, 0.000000, 0.000000
11.800080, 0.000000, 0.000000
11.820081, 0.000000, 0.000000
11.840081, 0.000000, 0.000000
11.860082, 0.000000, 0.000000
11.880082, 0.000000, 0.000000
11.900083, 0.000000, 0.000000
11.920083, 0.000000, 0.000000
11.940084, 0.000000, 0.000000
11.960084, 0.000000, 0.000000
11.980084, 0.000000, 0.000000
12.000085, 0.000000, 0.000000
12.020085, 0.000000, 0.000000
12.040086, 0.000000, 0.000000
12.060086, 0.000000, 0.000000
12.080087, 0.000000, 0.000000
12.100087, 0.000000, 0.000000
12.120088, 0.000000, 0.000000
12.140088, 0.000000, 0.000000
12.160089, 0.000000, 0.000000
12.180089, 0.000000, 0.000000
12.200089, 0.000000, 0.000000
12.220090, 0.000000, 0.000000
12.240090, 0.000000, 0.000000
12.260091, 0.000000, 0.000000
12.280091, 0.000000, 0.000000
12.300092, 0.000000, 0.000000
12.320092, 0.000000, 0.000000
12.340093, 0.000000, 0.000000
12.360093, 0.000000, 0.000000
12.380094, 0.000000, 0.000000
12.400094, 0.000000, 0.000000
12.420094, 0.000000, 0.000000
12.440095, 0.000000, 0.000000
12.460095, 0.000000, 0.000000
12.480096, 0.000000, 0.000000
12.500096, 0.000000, 0.000000
12.520097, 0.000000, 0.000000
12.540097, 0.000000, 0.000000
12.560098, 0.000000, 0.000000
12.580098, 0.000000, 0.000000
12.600099, 0.000000, 0.000000
12.620099, 0.000000, 0.000000
12.640100, 0.000000, 0.000000
12.660100, 0.000000, 0.000000
12.680100, 0.000000, 0.000000
12.700101, 0.000000, 0.000000
12.720101, 0.000000, 0.000000
12.740102, 0.000000, 0.000000
12.760102, 0.000000, 0.000000
12.780103, 0.000000, 0.000000
12.800103, 0.000000, 0.000000
12.820104, 0.000000, 0.000000
12.840104, 0.000000, 0.000000
12.860105, 0.000000, 0.000000
12.880105, 0.000000, 0.000000
12.900105, 0.000000, 0.000000
12.920106, 0.000000, 0.000000
12.940106, 0.000000, 0.000000
12.960107, 0.000000, 0.000000
12.980107, 0.000000, 0.000000
13.000108, 0.000000, 0.000000
13.020108, 0.000000, 0.000000
13.040109, 0.000000, 0.000000
13.060109, 0.000000, 0.000000
13.080110, 0.000000, 0.000000
13.100110, 0.000000, 0.000000
13.120111, 0.000000, 0.000000
13.140111, 0.000000, 0.000000
13.160111, 0.000000, 0.000000
13.180112, 0.000000, 0.000000
13.200112, 0.000000, 0.000000
13.220113, 0.000000, 0.000000
13.240113, 0.000000, 0.000000
13.260114, 0.000000, 0.000000
13.280114, 0.000000, 0.000000
13.300115, 0.000000, 0.000000
13.320115, 0.000000, 0.000000
13.340116, 0.000000, 0.000000
13.360116, 0.000000, 0.000000
13.380116, 0.000000, 0.000000
13.400117, 0.000000, 0.000000
13.420117, 0.000000, 0.000000
13.440118, 0.000000, 0.000000
13.460118, 0.000000, 0.000000
13.480119, 0.000000, 0.000000
13.500119, 0.000000, 0.000000
13.520120, 0.000000, 0.000000
13.540120, 0.000000, 0.000000
13.560121, 0.000000, 0.000000
13.580121, 0.000000, 0.000000
13.600121, 0.000000, 0.000000
13.620122, 0.000000, 0.000000
13.640122, 0.000000, 0.000000
13.660123, 0.000000, 0.000000
13.680123, 0.000000, 0.000000
13.700124, 0.000000, 0.000000
13.720124, 0.000000, 0.000000
13.740125, 0.000000, 0.000000
13.760125, 0.000000, 0.000000
13.780126, 0.000000, 0.000000
13.800126, 0.000000, 0.000000
13.820127, 0.000000, 0.000000
13.840127, 0.000000, 0.000000
13.860127, 0.000000, 0.000000
13.880128, 0.000000, 0.000000
13.900128, 0.000000, 0.000000
13.920129, 0.000000, 0.000000
13.940129, 0.000000, 0.000000
13.960130, 0.000000, 0.000000
13.980130, 0.000000, 0.000000
14.000131, 0.000000, 0.000000
14.020131, 0.000000, 0.000000
14.040132, 0.000000, 0.000000
14.060132, 0.000000, 0.000000
14.080132, 0.000000, 0.000000
14.100133, 0.000000, 0.000000
14.120133, 0.000000, 0.000000
14.140134, 0.000000, 0.000000
14.160134, 0.000000, 0.000000
14.180135, 0.000000, 0.000000
14.200135, 0.000000, 0.000000
14.220136, 0.000000, 0.000000
14.240136, 0.000000, 0.000000
14.260137, 0.000000, 0.000000
14.280137, 0.000000, 0.000000
14.300138, 0.000000, 0.000000
14.320138, 0.000000, 0.000000
14.340138, 0.000000, 0.000000
14.360139, 0.000000, 0.000000
14.380139, 0.000000, 0.000000
14.400140, 0.000000, 0.000000
14.420140, 0.000000, 0.000000
14.440141, 0.000000, 0.000000
14.460141, 0.000000, 0.000000
14.480142, 0.000000, 0.000000
14.500142, 0.000000, 0.000000
14.520143, 0.000000, 0.000000
14.540143, 0.000000, 0.000000
14.560143, 0.000000, 0.000000
14.580144, 0.000000, 0.000000
14.600144, 0.000000, 0.000000
14.620145, 0.000000, 0.000000
14.640145, 0.000000, 0.000000
14.660146, 0.000000, 0.000000
14.680146, 0.000000, 0.000000
14.700147, 0.000000, 0.000000
14.720147, 0.000000, 0.000000
14.740148, 0.000000, 0.000000
14.760148, 0.000000, 0.000000
14.780149, 0.000000, 0.000000
14.800149, 0.000000, 0.000000
14.820149, 0.000000, 0.000000
14.840150, 0.000000, 0.000000
14.860150, 0.000000, 0.000000
14.880151, 0.000000, 0.000000
14.900151, 0.000000, 0.000000
14.920152, 0.000000, 0.000000
14.940152, 0.000000, 0.000000
14.960153, 0.000000, 0.000000
14.980153, 0.000000, 0.000000
15.000154, 0.000000, 0.000000
15.020154, 0.000000, 0.000000
15.040154, 0.000000, 0.000000
15.060155, 0.000000, 0.000000
15.080155, 0.000000, 0.000000
15.100156, 0.000000, 0.000000
15.120156, 0.000000, 0.000000
15.140157, 0.000000, 0.000000
15.160157, 0.000000, 0.000000
15.180158, 0.000000, 0.000000
15.200158, 0.000000, 0.000000
15.220159, 0.000000, 0.000000
15.240159, 0.000000, 0.000000
15.260159, 0.000000, 0.000000
15.280160, 0.000000, 0.000000
15.300160, 0.000000, 0.000000
15.320161, 0.000000, 0.000000
15.340161, 0.000000, 0.000000
15.360162, 0.000000, 0.000000
15.380162, 0.000000, 0.000000
15.400163, 0.000000, 0.000000
15.420163, 0.000000, 0.000000
15.440164, 0.000000, 0.000000
15.460164, 0.000000, 0.000000
15.480165, 0.000000, 0.000000
15.500165, 0.000000, 0.000000
15.520165, 0.000000, 0.000000
15.540166, 0.000000, 0.000000
15.560166, 0.000000, 0.000000
15.580167, 0.000000, 0.000000
15.600167, 0.000000, 0.000000
15.620168, 0.000000, 0.000000
15.640168, 0.000000, 0.000000
15.660169, 0.000000, 0.000000
15.680169, 0.000000, 0.000000
15.700170, 0.000000, 0.000000
15.720170, 0.000000, 0.000000
15.740170, 0.000000, 0.000000
15.760171, 0.000000, 0.000000
15.780171, 0.000000, 0.000000
15.800172, 0.000000, 0.000000
15.820172, 0.000000, 0.000000
15.840173, 0.000000, 0.000000
15.860173, 0.000000, 0.000000
15.880174, 0.000000, 0.000000
15.900174, 0.000000, 0.000000
15.920175, 0.000000, 0.000000
15.940175, 0.000000, 0.000000
15.960176, 0.000000, 0.000000
15.980176, 0.000000, 0.000000
16.000175, 0.000000, 0.000000
16.020176, 0.000000, 0.000000
16.040176, 0.000000, 0.000000
16.060177, 0.000000, 0.000000
16.080177, 0.000000, 0.000000
16.100178, 0.000000, 0.000000
16.120178, 0.000000, 0.000000
16.140179, 0.000000, 0.000000
16.160179, 0.000000, 0.000000
16.180180, 0.000000, 0.000000
16.200180, 0.000000, 0.000000
16.220181, 0.000000, 0.000000
16.240181, 0.000000, 0.000000
16.260181, 0.000000, 0.000000
16.280182, 0.000000, 0.000000
16.300182, 0.000000, 0.000000
16.320183, 0.000000, 0.000000
16.340183, 0.000000, 0.000000
16.360184, 0.000000, 0.000000
16.380184, 0.000000, 0.000000
16.400185, 0.000000, 0.000000
16.420185, 0.000000, 0.000000
16.440186, 0.000000, 0.000000
